"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
SM003139968sm81,Contract,"The Manchester College",Awarded,2016-09-13T13:40:02Z,"THE MANCHESTER COLLEGE – VDI UNITS","The Manchester College is seeking to invite bids for an all-in-one Thin Client Machines as per specification.",,,"North West","30200000 ","Stewart Maloney",smaloney@ltegroup.co.uk,"The Manchester College","Ashton Old Road, Openshaw Campus",Manchester,"M11 2WH",England,,,,,,03/10/2016,29/09/2017,08/09/2016,NO,,Yes,No,No,Products,0,,09/09/2016,0,"[Millennium Business Systems Ltd|Unit 3 Ashville Way 
Wokingham 
Berkshire  
RG41 2PL|||No|No]",,03/10/2016,29/09/2017,"Other ",
"Group Services Relocation Project",Contract,"The Manchester College",Awarded,2017-10-26T10:52:00Z,"Group Services Relocation project for The Manchester College","The College's Group Services, consisting of Finance, Human Resources, IT Services, Health and Safety, Marketing and Communications, Apprenticeships, MOL, Novus and Student Records /MIS are currently located within rented office space. The lease for the rented office space is coming to an end and the College are therefore preparing to relocate the above departments within the existing Wythenshawe and Openshaw Campuses. The lease for the existing accommodation has already been extended to the end February 2018 and it is therefore imperative to the College that the proposed refurbishment and remodelling works are completed by the dates stated.",,,"North West","45000000 ",,LTE-Groupservices@pearsonfraser.com,"LTE Group","The Manchester College",Manchester,"M11 2WH",England,,,,,,01/11/2017,28/02/2018,13/10/2017,NO,,Yes,No,No,Works,683727,,20/10/2017,683727,"[Bluebell North West Ltd|Suite 12 Bridgewater House, Surrey Road, Nelson, Lancashire, BB9 7TZ|||Yes|No]",,01/11/2017,28/02/2018,"CompetitiveQuotationNonOJEU ",
003139968SM74,Contract,"The Manchester College",Awarded,2018-07-16T09:38:03Z,"LTE Group DPS for Provision of Greater Manchester Higher Skills Support Programme for Unemployed and Economically Inactive Individuals","The services awarded under this DPS have sought to equip unemployed and economically inactive individuals with advanced / high level skills (Level 3 and higher) under lot 1, and increase the employability of unemployed and economically inactive graduates under lot 2.",,,"North West","80000000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,16/04/2018,13/07/2018,31/03/2018,NO,,Yes,No,No,Services,210405,,09/04/2018,210405,"[Free To Learn Ltd|Goldwins Limited, 75 Maygrove Road, London, NW6 2EG|NONE||Yes|No][Education Training Partnership|First Floor, Caroline House, 125 Bradshawgate, Bolton, BL2 1BJ|NONE||Yes|No][TPG Education Limited|2 Chappell Road, Droylsden, Manchester, M43 7NA|NONE||Yes|No][Focusing First on People Limited|97 Claremont Road, Moss Side, Manchester, M14 4RG|NONE||Yes|No][North West Skills Academy|Laneside Farm, Goodshaw Lane, Rossendale, BB4 8RB|NONE||Yes|No][Manchester First Limited|703 Stockport Road, Manchester, M12 4QN|NONE||Yes|No]",,16/04/2018,13/07/2018,"CallOffFromDynamicPurchasingSystem ",
4c4c8977-4a61-4215-ba5d-06ede806d0f6,Contract,"The Manchester College",Awarded,2020-03-16T11:23:47Z,"CA7099 - Mini Competition for The Supply and Distribution of iMacs For LTE Group","Desktop Hardware Supply and Distribution of iMacs For LTE Group

To access this competition: 

Registered:
Login to https://suppliers.multiquote.com and view the opportunity CA7099.

Not registered:
Visit https://suppliers.multiquote.com then register and quote CA7099 as the reason for registration. 

 Any queries please contact MultiQuote on 0151 482 9230.",,"M11 2WH","Any region","30213300 ","Stewart Maloney",support@multiquote.com,"Ashton Old Road",Openshaw,Manchester,"M11 2WH",England,"0151 482 9230",https://suppliers.multiquote.com,,,,09/03/2020,08/04/2020,09/03/2020,NO,,Yes,No,No,Services,0,,16/03/2020,278400,"[XMA Ltd|Wilford Industrial Estate,  , Ruddington, NG11 7EP|NONE||No|No]","Leanne Scott",09/03/2020,08/04/2020,"Open ",
003139968sm2019/328,Contract,"The Manchester College",Awarded,2019-10-31T09:55:52Z,"TENDER FOR THE PROVISION OF ENVIRONMENTAL BRANDING SERVICES FOR LTE GROUP","This tender is for a contract for environmental branding services for LTE Group.
The awarded provider will be instrumental in delivering a cost-effective, reliable and flexible large format printing
and installation provision with national reach and the capability to deliver quality products and service at pace to
achieve LTE Group's stakeholder objectives.
The provider will work reliably, flexibly and in collaboration with LTE Group and its organisations to produce
the required signage orders precisely, as specified, within the pre-stipulated timeframes using quality, durable
materials as agreed, and with all printing undertaken to an accurate and high-quality standard.",,,"North West","31523200 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"Brownley Road",,MANCHESTER,M229UH,England,"0161 920 3886 ext 3886",,,,,08/07/2019,11/07/2021,11/06/2019,NO,,Yes,Yes,No,Services,800000,,20/06/2019,800000,"[Grafit Display Hire|19 Greenhey Place 
Skelmersdale WN8 9SA|NONE||Yes|No]",,08/07/2019,11/07/2021,"OpenOJEU ",
003139968sm2019/347,Contract,"The Manchester College",Awarded,2019-08-16T08:35:55Z,"Music and Electric Workshop Demolition Tender","This procurement exercise relates to the Summer 19 Demolition Works at the Openshaw Campus. The Openshaw project is currently made up of numerous buildings, specialised to deliver across various areas of the curriculum. As part of these works, part of the campus will be demolished to make space for the new extension to the Whitworth House Building and a new external 3G football pitch.",,,"North West","45111100 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"Brownley Road",,MANCHESTER,M229UH,England,"0161 920 3886 ext 3886",,,,,23/07/2019,23/10/2019,07/06/2019,NO,,Yes,No,No,Works,107000,,18/07/2019,107000,"[Forshaw Demolition Ltd|King House, 
James Street	
Westhoughton	
Bolton	
Lancashire	BL5 3QR|NONE||Yes|No]",,23/07/2019,23/10/2019,"CompetitiveQuotationNonOJEU ",
003139968sm2018/257,Contract,"The Manchester College",Awarded,2019-08-15T16:35:00Z,"Mechanical & Electrical Maintenance","Provision of Mechanical, Electrical & Building Fabric Maintenance Services as a supplier within LOT 6 of the CPC Framework",,,"Any region","50000000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"Brownley Road",,MANCHESTER,M229UH,England,"0161 920 3886 ext 3886",,,,,05/08/2019,05/08/2021,15/02/2019,NO,,No,No,No,Services,500000,,17/04/2019,500000,"[ERIC WRIGHT FM LIMITED|Sceptre House,Sceptre Way, Bamber Bridge
PRESTON
LANCASHIRE
PR5 6AW
GB|COMPANIES_HOUSE|04540287|No|No]","Kate Bailey",05/08/2019,05/08/2021,"CallOffFromFrameworkAgreement ",
003139968sm2019/287A,Contract,"The Manchester College",Awarded,2019-08-15T15:40:03Z,"TENDER FOR THE SUPPLY OF TRAVEL MANAGEMENT SERVICES","The LTE Group is faced with circumstances of urgency which render impracticable the time limit laid down in relation to an open procedure by Regulation 27(5) of the Public Contracts Regulations 2015, and which would ordinarily apply to such a procedure. Therefore LTE Group need to publish this Tender opportunity under the Accelerated Open Procedure for The Supply of Travel Management Services 2019.

The LTE Group intends to arrange a Contract Agreement with an appropriate supplier for The Supply of Public Sector Travel & Venue Solutions, including but not limited to: 

Public Sector Travel Management Services:

TRAVEL MANAGEMENT SCOPE
ITEM 1	Online Booking and System Requirements
ITEM 2	Offline Booking and Offline Services
ITEM 3	Airline Bookings - Online & Offline
ITEM 4	Rail Booking - Online & Offline
ITEM 5	Accommodation Booking - Online & Offline
ITEM 6	Group Bookings - Offline Only
ITEM 7	Conference and Events Management
ITEM 8	Management, Booking & Payment Of Guest Speakers 
ITEM 9	Taxi & Private Hire Service (Hackney Cabs & PHV's Or Mini Cabs)
ITEM 10 Lease Vehicles or Hire Vehicles (Including Mini Buses)

The successful supplier securing a position on this Contract Agreement will be able to provide services from their own banks of provision or from third party service providers but in all instances the orders will be placed with, invoiced by, and managed by, the Awarded Contract Holder named on the LTE Group Contract or their nominated distributor with the express permission of LTE Group. The Contract Agreement will require a combination of day to day servicing with low value orders as well as small, medium and high value travel demand and project work. 

The LTE Group anticipates that the Contract Agreement will be with fit for purpose Service providers who will offer considerable ""Added Value"" benefits through a strategic alliance with all operating divisions of the LTE Group. All operating divisions of the LTE Group have a demanding infrastructure/environment and the extensive Travel Management requirement will be utilised for a variety of environments, including but not limited to Further and Higher Education, Training, Office, Hospitality, Conferencing, Events,  The Justice Sector i.e. Prisons, Custodial Establishments and Other miscellaneous settings.",,,"Any region","63516000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",www.ltegroup.co.uk,,"https://procontract.due-north.com/Advert?advertId=78e1b350-0b52-e911-80f3-005056b64545 ","Tender submissions must be returned via the Proactis Contract Tendering Portal. If you have any issues in using the Proactis Tendering Portal please Telephone Proactis 0330 0050352.

Where Suppliers have any queries about the Tender documentation which may have a bearing on the offer to be made, these should be via the Proactis Tender Portal. Where any such enquiry has been made, the LTE Group will anonymise and circulate to all Suppliers a copy of the enquiry and the written reply, anonymity will be preserved, unless it is deemed they are of a strictly confidential nature. No Email or Telephone Clarifications will be allowed. 

Tender submissions must reach the LTE Group via the Proactis Tendering Portal by 12.00 noon 15th April 2019. Late Tender bids will not be considered.",01/08/2019,01/08/2022,15/04/2019,YES,003139968sm2019/287A,No,No,No,Services,1800000,,05/06/2019,1800000,"[CAPITA TRAVEL AND EVENTS LIMITED|Meridian Court
DE21 6BF
GB|COMPANIES_HOUSE|01094729|No|No]","Lisa Hunt",01/08/2019,01/08/2021,"OpenAcceleratedOJEU ","The LTE Group is faced with circumstances of urgency which render impracticable the time limit laid down in relation to an open procedure by Regulation 27(5) of the Public Contracts Regulations 2015, and which would ordinarily apply to such a procedure. Therefore LTE Group need to publish this Tender opportunity under the Accelerated Open Procedure for The Supply of Travel Management Services 2019."
"LTE Group",Contract,"The Manchester College",Awarded,2019-08-15T12:58:39Z,"TENDER FOR THE PROVISION OF ENVIRONMENTAL BRANDING SERVICES FOR LTE GROUP","The purpose of this Tender Arrangement is to secure an arrangement with the LTE Group for Environmental Branding Services, with an experienced Provider to deliver the best possible arrangement in conjunction with exceptional service provision and demonstrable value for the LTE Group.

The Provider will be instrumental in delivering a cost-effective, reliable and flexible large format printing and installation provision with national reach and the capability to deliver quality products and service at pace to achieve LTE Group's stakeholder objectives.

The successful Provider will work reliably, flexibly and in collaboration with LTE Group and its organisations to produce the required signage orders precisely, as specified, within the pre-stipulated timeframes using quality, durable materials as agreed, and with all printing undertaken to an accurate and high-quality standard.
With the successive growth of the organisational structure that is LTE Group, the previous years have seen a steadily increasing demand for a dedicated professional, environmental branding and signage provider to support our in-house team and businesses.

Whilst our group's in-house marketing teams provide the itemised artwork for the development of projects and campaigns, briefs and budgets, the environmental branding provider will have the technical expertise, capability, and organisational integrity to realise the vision to maximise the return on investment.

Below are a few examples of how we will utilise the supplier to fulfil signage orders on an ongoing basis:

•	Graduation event

•	Open Day/Evening events

•	Campus branding

•	External stands for events

•	Awards Dinners

•	Conferences

•	External meetings

•	Staff and student events

Aplication to this tender and all communication regarding this tender will be managed via the ProContract procurement portal.

To apply to this opportunity please follow the link below:

https://procontract.due-north.com/Advert/Index?advertId=ccd5ec1c-486b-e911-80f7-005056b64545",,,"Any region","31523200 34924000 34928470 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"Brownley Road",,MANCHESTER,M229UH,England,"0161 920 3886 ext 3886",,,"https://procontract.due-north.com/Advert/Index?advertId=ccd5ec1c-486b-e911-80f7-005056b64545 ",,20/06/2019,20/04/2023,30/05/2019,YES,"LTE Group",Yes,Yes,No,Services,200000,,20/06/2019,800000,"[Grafit Display Hire|19 Greenhey Place, Skelmersdale, Lancashire, WN8 9SA|NONE||Yes|No]",,11/07/2019,11/07/2021,"OpenOJEU ",
003139968sm2019/324,Contract,"The Manchester College",Awarded,2019-08-15T12:26:56Z,"Environmental Branding Novus","Novus has committed to work with custodial establishments as part of its contract with MOJ to deliver substantive environmental improvements to the departments it operates. This will include delivery of packages of environmental branding.",,,"Any region","34928470 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"Brownley Road",,MANCHESTER,M229UH,England,"0161 920 3886 ext 3886",,,,,01/05/2019,01/05/2020,08/04/2019,NO,,Yes,Yes,No,Products,40000,,11/04/2019,50400,"[Grafit Display Hire|19 Greenhey Place,
Skelmersdale,
Lancashire	WN8 9SA|NONE||Yes|No]",,01/05/2019,01/05/2020,"CompetitiveQuotationNonOJEU ",
