"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
2490/JS,Contract,"UNIVERSITY OF SHEFFIELD",Awarded,2020-05-26T09:16:07Z,"2490/JS - Compact Road Sweeper","The University of Sheffield campus is considered to be a city centre campus and extends to the North and South areas of the city centre and neighbouring residential suburbs.

The Estates & Facilities Management Department (EFM) support the University in the provision, maintenance and management of the built environment and intersecting public realm spaces. This environment is managed to the highest standards of hygiene, safety & customer appeal.

Specifically, EFM work to develop and maintain the University outdoor space to the highest standard through its Landscape and Campus services teams. This includes use of mechanical sweeper equipment to maintain hygiene standards across open space, precinct & public realm areas

In May 2015 the University of Sheffield purchased a compact road sweeper plus a 5 year maintenance contract. The existing five year maintenance contract is based on the existing sweeper recording no more than 1,560 hours (averaging 30 hours per week) for each year of the contract (7,800 miles in total).

The University of Sheffield is looking to purchase a second compact road sweeper (plus a 5 year maintenance contract). The new sweeper will be deployed alongside the existing sweeper on the University's central campus and will be used for approximately 30 hours per week. There may be a slight reduction in usage outside of term time (mid-June to mid-September each year).
The purpose of this tender is to set out a specification for the following requirements:-
 
•	The purchase of one compact sweeper machine;
•	A comprehensive monthly maintenance and servicing contract (for a period of 5 years)

This sweeper will operate on a five-day week, running for up to 30 hours per week (up to 1,560 hours per annum).

The sweeper will be capable of operating in areas of high foot fall across precinct and highway spaces namely around the S10 2TN postcode.

The sweeper will operate on tarmac, bloc paved and granite setts surfaces without damaging jointing materials or drain installations.

The sweeper will be designed to remove discarded litter and leaves. It will operate in all weathers and light conditions except when temperatures fall below 4 degrees C. 

The sweeper will be equipped with a remote suction hose to enable removal of debris from areas inaccessible by the sweeper and will have a jet wash facility (in the region of 10-12L per minute at 100 bar) to allow for wash off cleaning activities.",,,"Yorkshire and the Humber","34144431 34921100 ","Jamie Shaw",jamie.shaw@sheffield.ac.uk,"Western Bank",,SHEFFIELD,S102TN,England,"0114 2221516",,,"https://in-tendhost.co.uk/Sheffield. ","All tender documentation is available at:
https://in-tendhost.co.uk/Sheffield.",01/07/2020,30/09/2025,03/04/2020,YES,2490/JS,Yes,No,No,Products,90000,,04/05/2020,130000,"[JOHNSTON SWEEPERS LIMITED|Curtis Road
RH4 1XF
GB|COMPANIES_HOUSE|00199841|No|No]","Clare Haines",01/07/2020,30/09/2025,"OpenNonOJEU ",
EASTRIDING1-DN452188-46717997,Contract,"East Riding of Yorkshire",Awarded,2020-08-04T08:26:18Z,"2356-20 - Framework for Purchase of New Road Sweepers","This notice regards the award of a framework agreement for the supply of Road Sweepers to East Riding of Yorkshire Council.",,,"Yorkshire and the Humber","34921100 ","Andrew S Brown",andrew.s.brown@eastriding.gov.uk,"County Hall","Cross Street",Beverley,"HU17 9BA",England,"+44 1482395354",http://www.eastriding.gov.uk,,,,15/04/2020,14/04/2024,14/01/2020,NO,,Yes,No,No,Products,1850000,1850000,14/04/2020,1850000,"[Johnston Sweepers Limited|Johnston Sweepers Limited
Curtis Road
Dorking
Surrey
RH4 1XF|NONE||Yes|No][Scarab Sweepers Limited|Scarab Sweepers Limited
Pattenden Lane
Marden
Tonbridge
Kent
TN12 9QD|NONE||No|No]",,15/04/2020,17/04/2024,"Open ",,12:00
WAKEC001-DN200429-42930820,Contract,"Wakefield Council",Awarded,2016-11-08T08:52:52Z,"Purchase of Compact and Small Compact Sweepers","This procurement exercise is for the purchase of eight compact sweepers and one small compact sweeper and is a further competition exercise from the YPO framework contract for specialist vehicles (00652 Lot 3). 
",,,"Yorkshire and the Humber","34144430 34144400 34921100 ","Ian Westlake",iwestlake@wakefield.gov.uk,"Wakefield One","PO Box 700, Burton Street",Wakefield,"WF1 2EB",UK,"+44 1924306974",http://www.wakefield.gov.uk/default.htm,,,,02/11/2016,01/11/2021,05/08/2016,NO,,No,No,No,Products,583760,583760,01/11/2016,644873,"[Johnston Sweepers Limited|RH4 1XF|||No|No]",,02/11/2016,01/11/2021,"Other ",
NPSBARNS001-DN457362-56354175,Contract,"Barnsley Metropolitan Borough Council",Awarded,2020-03-17T12:27:48Z,"Road Sweepers","Barnsley Council have awarded a contract for the supply of 3 x road sweepers",,,"Yorkshire and the Humber","34921100 ","Lydia Hillman",LydiaHillman@barnsley.gov.uk,"Westgate Plaza One","PO Box 601",Barnsley,"S70 9FA",England,"+44 1226787337",https://www.yortender.co.uk,,,,18/03/2020,16/03/2023,30/01/2020,NO,,Yes,No,No,Products,460000,460000,17/03/2020,460000,"[Johnston Sweepers Limited|Curtis Road, Dorking, Surrey, RH4 1XF|NONE||No|No]","Clare Haines",18/03/2020,17/03/2023,"NotSpecified ",
TOWER001-DN444680-18153138,Contract,"London Borough of Tower Hamlets",Awarded,2020-02-14T14:18:22Z,"P5624: Further Competition - Compact Precinct Sweepers (2*4 tonne MGW)","Outright Purchase for 2 x 4 tonne precinct sweepers vehicles via ESPO 215 Further Competition process.",,,London,"34114000 34144431 34144510 34144430 34144450 34144511 34144512 34144400 34144440 34144500 ","Ambia Begum",procurement@towerhamlets.gov.uk,"Mulberry Place","5 Clove Crsecent",London,"E14 2BG",England,"+44 2073640783",http://www.towerhamlets.gov.uk,,,,02/03/2020,01/03/2021,15/11/2019,NO,,No,No,No,Products,147750,147750,02/12/2019,147750,"[Johnston Sweepers Limited|Curtis Road, Dorking, Surrey RH4 1XF|NONE||No|No]","Miss Clare Haines",02/03/2020,01/03/2021,"Open ",
TOWER001-DN442666-64376851,Contract,"London Borough of Tower Hamlets",Awarded,2020-02-14T14:11:03Z,"P5623: Further Competition 12 Tonne Large Mechanical Sweepers","Outright Purchase for 7x 12 Tonne Large Mechanical Sweepers vehicles via further competition process  ESPO 215 Specialist Vehicles.",,,London,"34114000 34144431 34144510 34144430 34144450 34144511 34144512 34144400 34144440 34144500 ","Ambia Begum",procurement@towerhamlets.gov.uk,"Mulberry Place","5 Clove Crescent",London,"E14 2BG",England,"+44 2073640783",http://www.towerhamlets.gov.uk,,,,02/03/2020,01/03/2021,07/11/2019,NO,,No,No,No,Products,883253,883253,11/12/2019,883253,"[Johnston Sweepers Limited|Curtis Road  Dorking Surrey RH4 1XF|NONE||No|No]","Miss Clare Haines",02/03/2020,01/03/2021,"Open ",
STHEL001-DN388570-39873960,Contract,"St.Helens Council",Awarded,2020-01-29T16:32:06Z,"ST HELENS COUNCIL - 15t MECHANICAL SWEEPERS","ST HELENS COUNCIL - 15t MECHANICAL SWEEPERS",,,"North West","34144430 ","David Rodgers",davidrodgers@sthelens.gov.uk,"Town Hall","Victoria Square","St Helens","WA10 1HP",England,"+44 0",http://www.sthelens.gov.uk,,,,10/04/2019,01/05/2019,15/02/2019,NO,,Yes,Yes,No,Products,400000,400000,09/04/2019,400000,"[Johnston Sweepers Limited|RH4 1XF|NONE||No|No]","Miss Clare Haines",10/04/2019,01/05/2019,"Open ",
WAKEC001-DN200383-90069550,Contract,"Wakefield Council",Awarded,2016-11-08T08:45:43Z,"Purchase of Mechanical Road Sweepers 18000kg Left Hand Drive","This contract is for the outright purchase TWO 18000kg Mechanical Road Sweeper Left Hand Drive. 
This contract will be a call off from the YPO Framework agreement for specialist vehicles - lot 4. 

",,,"Yorkshire and the Humber","34144430 ","Ian Westlake",iwestlake@wakefield.gov.uk,"Wakefield One","PO Box 700, Burton Street",Wakefield,"WF1 2EB",UK,"+44 1924306974",http://www.wakefield.gov.uk/default.htm,,,,02/11/2016,01/11/2023,17/08/2016,NO,,No,No,No,Products,302578,302578,01/11/2016,302578,"[Johnston Sweepers Limited|RH4 1XF|||No|No]",,02/11/2016,01/11/2023,"Other ",
DN415963,Contract,"BOURNEMOUTH, CHRISTCHURCH AND POOLE COUNCIL",Awarded,2019-12-04T12:27:52Z,"Vehicles - Large Mechanical Sweepers","award notice",,,"South West","34144430 ",,procurement@bcpcouncil.gov.uk,"Town Hall,Bourne Avenue",,BOURNEMOUTH,BH26DY,England,,,,,,05/12/2019,31/07/2021,10/09/2019,NO,,Yes,No,No,Products,450500,,04/12/2019,901000,"[JOHNSTON SWEEPERS LIMITED|Curtis Road
RH4 1XF
GB|COMPANIES_HOUSE|00199841|No|No]","Clare Haines",05/12/2019,31/07/2021,"CallOffFromFrameworkAgreement ",
BIP368533314,Contract,"South Gloucestershire Council",Awarded,2019-01-08T10:14:14Z,"GB-South Gloucestershire: TPPL South Gloucestershire Council HCC Framework lot 4","1 x Compact Sweeper",,,"South West","34144431 ","Martin Harris",martin.harris@southglos.gov.uk,"Broad Lane Depot",,Yate,"BS37 7PN",UK,01454863450,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=368533314 ",,03/11/2017,04/12/2017,02/11/2017,NO,,No,No,No,Products,65988,,02/11/2017,65988,"[Johnston Sweepers Limited|Curtis Road
        Dorking
        RH4 1XF|NONE||No|No]","Shelley Eyre",03/11/2017,04/12/2017,"NotSpecified ",
