"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
AAKN-XRRC16-ADBK-26CPTV,Contract,"Harrogate Borough Council",Awarded,2016-08-30T13:35:41Z,"Purchase of Cage Tipper Vehicles","The Council is seeking to purchase (Lot 1 ) Refuse Tipper of less than 7500kg GVW. (Lot 2) Cage Tipper of less than 7500kg GVW. To comply fully with the current Health and Safety Guidelines and Recommendations as stated in report PM52 and CE Regulations New Machinery Directive (2006/42/EC), also with current WVTA regulations.",,"HG1 2SG","Yorkshire and the Humber","34000000 34144500 ","Sophie Walker",procurement@harrogate.gov.uk,"Council Offices","Crescent Gardens",Harrogate,"HG1 2SG",UK,"01423 500600",,,,,03/07/2016,01/11/2016,27/06/2016,NO,,No,No,No,Products,50000,60000,09/08/2016,92853,"[Northern Commercials (Mirfield)Ltd|Armytage Road, HD6 1PG, West Yorkshire|||No|No][Imperial Commercials Limited|Imperial House, 14/15 High Street, HP11 2BE, Buckinghamshire|||No|No]",,25/08/2016,28/02/2017,"Open ",
DN477398,Contract,"WAKEFIELD COUNCIL",Awarded,2020-05-06T16:03:14Z,"Purchase of 5.5 tonne 4 x 4 Panel Van","Purchase of 5.5 tonne 4 x 4 Panel Van with bespoke interior",,,"Yorkshire and the Humber","34113000 ","Natalie Taylor",ntaylor@wakefield.gov.uk,"Wakefield One Po Box 700,Burton Street",,WAKEFIELD,WF12EB,England,,,,,,15/10/2019,29/05/2020,10/09/2019,NO,,No,No,No,Products,64000,,15/10/2019,64000,"[Northern Commercials|Armytage Road
HD6 1PT
GB|COMPANIES_HOUSE|1005915|Yes|No]",,15/10/2019,29/05/2020,"Other Exception",
KNOWS001-DN415914-27680707,Contract,"Knowsley Council",Awarded,2020-02-03T16:16:11Z,"Purchase of 5.2 tonne Tipper Vehicles","The purchase of 4No 5.2 tonne tipper vehicles to be used by front line services.",,,"North West","34900000 ","Mark Woodward",mark.woodward@knowsley.gov.uk,"2nd Floor, Municipal Building","Archway Road",Huyton,"L36 9YU",England,"+44 1514435410",http://www.knowsley.gov.uk,,"https://procontract.due-north.com/Advert?advertId=706011f2-e78d-e911-80f8-005056b64545 ",,10/02/2020,31/08/2020,28/06/2019,NO,,No,No,No,Products,147000,147000,03/02/2020,147000,"[Northern Commercials (Mirfield) Ltd|HD6 1PG|NONE||No|No]","Mr Steve Lucas",10/02/2020,31/08/2020,"Open ",
WAKEC001-DN424060-55461230,Contract,"Wakefield Council",Awarded,2019-11-08T15:54:46Z,"Purchase of Crewcab Beavertail Vehicles","Purchase of 15 x Crewcab Beavertail Vehicles via a further competion exercise using YPO Framework Agreement 652 - Specialist Vehicles",,,"Yorkshire and the Humber","34144000 ","Natalie Taylor",ntaylor@wakefield.gov.uk,"Wakefield One (PO Box 700)","Burton Street",Wakefield,"WF1 2EB","United Kingdom",,http://www.wakefield.gov.uk/default.htm,,,,28/10/2019,30/10/2026,29/08/2019,NO,,No,No,No,Products,718000,718000,08/10/2019,787290,"[Northern Commercials (Mirfield) Ltd|Armytage Road
Brighouse
HD6 1PG|NONE||No|No]",,29/10/2019,30/04/2027,"Other ",
BFDMDC001-DN409378-67348213,Contract,"Bradford Metropolitan District Council",Awarded,2019-08-02T12:46:54Z,"Purchase of up to 27 x 3500Kg MWB Single Cab Caged Tippers","Purchase of up to 27 x 3500Kg MWB Single Cab Caged Tippers",,,"Yorkshire and the Humber","34134200 ","Richard Galthen",richard.galthen@bradford.gov.uk,"Shearbridge Depot","Shearbridge Road",Bradford,"BD7 1PU",England,"+44 1274433702",http://www.bradford.gov.uk/bmdc,,,,26/06/2019,31/12/2019,31/05/2019,NO,,No,No,No,Products,99000,99000,02/08/2019,792000,"[Northern Commercials Ltd|HD6 1PG|NONE||No|No]",,05/08/2019,31/03/2020,"Restricted ",
BFDMDC001-DN393323-53659734,Contract,"Bradford Metropolitan District Council",Awarded,2019-03-26T15:01:47Z,"Purchase of converted 6500kg drop-side chassis cab","Purchase of 1 x 6500kg chassis cab with box and crane conversion",,,"Yorkshire and the Humber","34134000 ","Richard Galthen",richard.galthen@bradford.gov.uk,"Shearbridge Depot","Shearbridge Road",Bradford,"BD7 1PU",England,"+44 1274433702",http://www.bradford.gov.uk/bmdc,,,,03/04/2019,30/04/2019,18/03/2019,NO,,No,No,No,Products,60538,60538,26/03/2019,60538,"[Northern Commercials|HD6 1PG|NONE||No|No]",,01/04/2019,31/03/2022,"Restricted ",
LEEDSCITY001-DN391556-40163586,Contract,"Leeds City Council",Awarded,2019-02-08T09:54:30Z,"The provision of up to 2 x 7.0t cage tippers","2 x 7.0t cage tippers",,,"Yorkshire and the Humber","34100000 ","Carl Snowden",carl.snowden@leeds.gov.uk,"Torre Road",,Leeds,"LS9 7QQ","United Kingdom","+44 1133781441",http://www.leeds.gov.uk,,,,11/02/2019,31/03/2019,11/01/2019,NO,,No,No,No,NotSpecified,95754,95754,08/02/2019,95754,"[Northern Commercials (Mirfield) Ltd|HD6 1PG|NONE||No|No]","Mr Gary Mizon",11/02/2019,31/03/2019,"NotSpecified ",
LEEDSCITY001-DN371515-37938682,Contract,"Leeds City Council",Awarded,2018-10-23T08:46:08Z,"The Provision of 1 x 4.2 tonne Van","The Provision of 1 x 4.2 tonne Van",,,"Yorkshire and the Humber","34136000 ","Carl Snowden",carl.snowden@leeds.gov.uk,"Torre Road",,Leeds,"LS9 7RY","United Kingdom","+44 1133781441",http://www.leeds.gov.uk,,,,22/10/2018,31/03/2019,05/09/2018,NO,,No,No,No,NotSpecified,31820,31820,19/10/2018,31820,"[Northern Commercials (Mirfield) Ltd|HD6 1PG|NONE||No|No]","Mr Gary Mizon",22/10/2018,31/03/2019,"Open ",
LEEDSCITY001-DN363370-36731791,Contract,"Leeds City Council",Awarded,2018-10-12T08:39:53Z,"Up to 3 x 5t tipper with dump over tail-lift and up to 1 x 5t single cab tipper with side-lift","The provision of 3 x 5t tipper with dump over tail-lift and up to 1 x 5t single cab tipper with side-lift",,,"Yorkshire and the Humber","34200000 ","Carl Snowden",carl.snowden@leeds.gov.uk,"Torre Road",,Leeds,"LS1 3DL","United Kingdom",,http://www.leeds.gov.uk,,,,22/10/2018,31/03/2019,25/07/2018,NO,,No,No,No,NotSpecified,150680,150680,12/10/2018,150680,"[Northern Commercials (Mirfield) Ltd|Armytage Road, Brighouse HD6 1PG|NONE||No|No]",,22/10/2018,31/03/2019,"Open ",
LEEDSCITY001-DN363311-16434273,Contract,"Leeds City Council",Awarded,2018-10-12T08:11:15Z,"7t Forestry Tippers","Up to 3 x 5t tipper with dump over tail-lift and up to 1 x 5t single cab tipper with side-lift",,,"Yorkshire and the Humber","34200000 ","Carl Snowden",carl.snowden@leeds.gov.uk,"Torre Road",,Leeds,"LS1 3DL","United Kingdom",,http://www.leeds.gov.uk,,,,15/10/2018,31/03/2019,25/07/2018,NO,,No,No,No,NotSpecified,150680,150680,12/10/2018,150680,"[Northern Commercials (Mirfield) Ltd|HD6 1PG|NONE||No|No]","Mr Steve Lucas",22/10/2018,31/03/2019,"NotSpecified ",
DN338732,Contract,"Wakefield Council Customer Service",Awarded,2018-08-10T15:08:56Z,"Purchase of One Library Transport Vehicle","Purchase of One Library Transport Vehicle. This is a further competition from the YPO Specialist Vehicle Framework Agreement",,,"Yorkshire and the Humber","34144760 ","Ian Westlake",iwestlake@wakefield.gov.uk,"Wakefield One Po Box 700,Burton Street",,WAKEFIELD,WF12EB,England,"01924 306974",,,,,03/08/2018,02/08/2023,01/06/2018,NO,,Yes,No,No,Products,32616,,02/08/2018,32616,"[Northern Commercials|Armytage Road
HD6 1PG
GB|NONE||Yes|No]",,03/08/2018,02/08/2023,"CallOffFromFrameworkAgreement ",
KIRKC001-DN261566-81029186,Contract,"Kirklees Council",Awarded,2017-08-07T09:48:25Z,"Provision of Four (4) x 6 Tonne Crew Cab Beavertails KMCWRT - 071","The Council of the Borough of Kirklees (the ""Customer"") invites you to submit a Tender for the supply and delivery of four (4) x 6 Tonne Crew Cab Beavertails  (the ""Vehicles"") to be delivered to our depot located at Vine Street, Huddersfield, HD1 6NT (the ""Delivery Place"").",,,"Yorkshire and the Humber","34114000 ","Darren Fletcher",darren.fletcher@kirklees.gov.uk,"Vine Street Depot","Off Leeds Road",Huddersfield,"HD1 6NT",England,"+44 1484221000",http://www.kirklees.gov.uk,,,,07/08/2017,01/01/2018,17/07/2017,NO,,No,No,No,Products,180000,180000,03/08/2017,179000,"[Northern Commercials Ltd|Armytage Road, Brighouse, HD6 1PG|||No|No]","Jim Norton",07/08/2017,01/01/2018,"Restricted ",
BFDMDC001-DN281273-23084670,Contract,"Bradford Metropolitan District Council",Awarded,2017-07-06T15:42:56Z,"Purchase of 1 x 10,000kg 4x2 Tipper with Auger Discharge System","Purchase of a 10 tonne 4x2 tipper with auger discharge system",,,"Yorkshire and the Humber","34134200 ","Richard Galthen",richard.galthen@bradford.gov.uk,"Shearbridge Depot","Shearbridge Road",Bradford,"BD7 1PU",England,"+44 1274433702",http://www.bradford.gov.uk/bmdc,,,,26/07/2017,26/07/2020,16/06/2017,NO,,No,No,No,Products,84804,,06/07/2017,84804,"[Northern Commercials|Brighouse, HD6 1PG|||No|No]",,15/12/2017,14/12/2020,"Restricted ",
