"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
tender_202029/762178,Contract,HS2,Awarded,2019-04-12T15:50:58Z,"South Stations Procurement Litigation Support","A contract has been awarded to Addleshaw Goddard LLP for the provision of legal services to HS2 Ltd, under the CCS Rail Legal Services Framework (RM3756)",,,"Any region","79100000 ",,jennifer.bignell@hs2.org.uk,"Two Snowhill,  Snow Hill Queensway",,Birmingham,"B4 6GA",England,,,,,,14/03/2019,13/03/2020,14/03/2019,NO,,Yes,No,No,Services,800000,,21/03/2019,800000,"[Addleshaw Goddard LLP|Milton Gate, 60 Chiswell Street, London, EC1Y 4AG|COMPANIES_HOUSE|OC318149|No|No]",,14/03/2019,13/03/2020,"CallOffFromFrameworkAgreement ",
20180815090041-39,Contract,"NHS Shared Business Services Ltd (NHS SBS)",Awarded,2018-08-15T09:01:03Z,"Legal Services","Provision of Legal Services
Lot 1 NHS Governance & Public Law 	
Lot 2 Primary Care Services	
Lot 3 Healthcare Law	
Lot 4 Mental Health Law	
Lot 5 Employment Law	
Lot 6 Contract and Commercial Law 	
Lot 7 Property Law	Lot 8 Construction Law	
Lot 9 IT, Telecommunications & E-Commerce	
Lot 10 Corporate Finance & PFI/PPP projects including LIFT	
Lot 11 Multi-Disciplinary Project Support",,"M50 2UW","Any region","79100000 ","Maria Amariei",maria_amariei@nhs.net,"Halyard Court, 31 Broadway, The Quays",,Salford,"M50 2UW",ENG,"+44 161 212 3721",https://www.sbs.nhs.uk/proc-framework-agreements-support,,"https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/39 ","https://ted.europa.eu/udl?uri=TED:NOTICE:17107-2018:TEXT:EN:HTML&WT.mc_id=RSS-Feed&WT.rss_f=Printing+and+Publishing&WT.rss_a=17107-2018&WT.rss_ev=a
",01/06/2018,31/05/2022,15/02/2018,NO,,Yes,No,No,Services,1,100000000,01/06/2018,100000000,"[Addleshaw Goddard LLP|Milton Gate, 60 Chiswell Street London, EC1 Y4AG|NONE||No|No][Ashfords LLP|Ashford House, Grenadier Road, Exeter, EX1 3LH|NONE||No|No][Bevan Brittan LLP|Kings Orchard
1 Queen Street
Bristol
BS2 0HQ|NONE||No|No][Bird & Bird LLP|12 New Fetter Lane
London EC4A 1JP|NONE||No|No][Blake Morgan LLP|Harbour Court, Compass Road, North Harbour, Portsmouth, PO6 4ST|NONE||No|No][Womble Bond Dickinson (UK) LLP|4 More London Riverside, London, SE1 1AU|NONE||No|No][Browne Jacobson LLP|Browne Jacobson LLP
Castle Meadow Road
Nottingham
NG2 1BJ|NONE||No|No][Capsticks Solicitors LLP|1 St George's Road, London, SW19 4DR|NONE||No|No][Clyde & Co LLP|The St Botolph Building, 138 Houndsditch, London, EC3A 7AR|NONE||No|No][DAC Beachcroft LLP|100 Fetter Lane, London, EC4A 1BN, DX 45 London|NONE||No|No][Freeths LLP|Cumberland Court, 80 Mount Street, Nottingham NG1 6HH|NONE||No|No][Gowling WLG (UK) LLP|4 More London Riverside, London, SE1 2AU|NONE||No|No][Hempsons|Hempsons House, 40 Villiers Street, London, WC2N 6NJ|NONE||No|No][Hill Dickinson LLP|No.1 St Paul's Square, Liverpool, L3 9SJ, 50 Fountain Street, Manchester M2 2AS|NONE||No|No][Hogan Lovells International LLP|Atlantic House, 50 Holborn Viaduct, London. EC1A 2FG|NONE||No|No][Kennedys Law LLP|25 Fenchurch Avenue, London EC3M 5AD|NONE||No|No][Law By Design Limited|Kingsley Hall, 20 Bailey Lane, Manchester M90 4AB|NONE||No|No][Michelmores LLP|Woodwater House, Pynes Hill, Exeter, EX2 5WR|NONE||No|No][Mills & Reeve LLP|Monument Place,
24 Monument Street, 
London, 
EC3R 8AJ|NONE||No|No][Ortolan Legal Limited|Chancery Place, 10th Floor, 50 Brown Street, Manchester M2 2JG|NONE||No|No][Quigg Golden Solicitors|1 Tonbridge Road
Maidstone
Kent
ME16 8RL|NONE||No|No][RadcliffesLeBrasseur|85 Fleet Street, London, EC4Y 1AE|NONE||No|No][Sintons Limited Liability Partnership|The Cube, Barrack Road, Newcastle upon Tyne NE4 6DB|NONE||No|No][Sharpe Pritchard LLP|Elm Yard 13-16 Elm Street London WC1X 0BJ|NONE||No|No][Trowers & Hamlins LLP|3 Bunhill Row, London EC1Y 8YZ|NONE||No|No][Walker Morris LLP|Kings Court, 12 King Street, Leeds, LS1 2HL|NONE||No|No][Ward Hadaway|Sandgate House, 102 Quayside, Newcastle upon Tyne, NE1 3DX|NONE||No|No][Weightmans LLP|100 Old Hall Street
Liverpool
Merseyside
L3 9QJ|NONE||No|No]","Michael O'Connor",01/06/2018,31/05/2022,"Open ",
tender_175922/735078,Contract,FSCS,Awarded,2019-01-23T14:26:04Z,"Legal Services Framework Agreement","This notice is to confirm the award of the Legal Services Framework, which has been split into 3 lots:

- Lot 1: Core FSCS reqiurement: General English Law legal services,

- Lot 2: Scots Law all legal disciplines as covered by Lot 1,

- Lot 3: Employment Law and Ancillary legal services.",,,"Any region","79100000 ",,Chris.Sutherland@fscs.org.uk,"10th Floor Beaufort House, 15 St Botolph Street",,London,"EC3A 7QU",England,,,,,"
The framework includes the option to extend for a further 12 months",17/01/2019,16/01/2022,22/08/2018,NO,,Yes,No,No,Services,12600000,,17/12/2018,12600000,"[Addleshaw Goddard LLP|Milton Gate, 60 Chiswell Street, London, EC1Y 4AG|NONE||No|No][Bevan Brittan LLP|Kings Orchard, 1 Queen Street, Bristol, BS2 0HQ|NONE||No|No][Burges Salmon LLP|One Glass Wharf, Bristol, BS2 0ZX|NONE||No|No][Burness Paull LLP|50 Lothian Road, Edinburgh, EH3 9WJ|NONE||No|No][Clifford Chance LLP|10 Upper Bank Street, London, E14 5JJ|NONE||No|No][Dentons UK and Middle East LLP|One Fleet Place, London, EC4M 7WS|NONE||No|No][Eversheds Sutherland (International) LLP|One Wood Street, London, EC2V 7WS|NONE||No|No][Trowers and Hamlins LLP|3 Bunhill Row, London, EC1Y 8YZ|NONE||No|No]",,17/01/2019,16/01/2022,"RestrictedOJEU ",
RM3756*,Contract,"CROWN COMMERCIAL SERVICE",Awarded,2017-06-27T09:31:19Z,"Rail Legal Services","Crown Commercial Service as the Authority put in place a Panel Agreement for Rail Legal Services ('the Panel') for Crown Bodies, the Principal Panel Customer being the Department for Transport and other permitted users identified at VI.3 (and any future successors to these organisations) in England, Wales, Scotland and Northern Ireland ('Panel Customers'). Panel Customers will able to enter into Legal Service Contracts with successful Suppliers for any required services. This Panel Agreement will be for an initial Panel Period of three (3) years, with the option to extend for up to one (1) further period of twelve (12) consecutive months. This procurement related to the legal services which are listed in Schedule 3 of the Public Contracts Regulations 2015(PCR) 2015 as a specific service. The procurement was conducted in three (3) stages which was ran consecutively. Full details were available in the Invitation to Tender ('the Invitation').",,,"Any region","79100000 ",,supplier@crowncommercial.gov.uk,"9th Floor, The Capital","Old Hall Street",Liverpool,"L3 9PP",England,,https://www.gov.uk/ccs,"Rail Legal Awarded Suppliers .pdf Redacted Panel Agreement.pdf ",,"Please see attached full list of Successful Supplier and Redacted Panel Agreement.",31/05/2017,31/05/2019,03/01/2017,NO,,Yes,No,No,Services,50000000,,01/05/2017,0,"[Addleshaw Goddard LLP|Milton Gate, 60 Chiswell Street, London, EC1Y 4AG, United Kingdom|||No|No][Ashurst LLP|Broadwalk House, 5 Appold Street, London EC2A 2HA, United Kingdom|||No|No][DLA Piper UK LLP|3 Noble Street, London, EC2V 7EE, United Kingdom|||No|No][Eversheds Sutherland (International) LLP|One Wood Street, London, EC2V 7WS, United Kingdom|||No|No][Linklaters LLP|One Silk Street, London, EC2Y 8HQ,  United Kingdom|||No|No][Norton Rose Fulbright LLP|3 More London Riverside, London, SE1 2AQ,  United Kingdom|||No|No][Osborne Clarke LLP|1 London Wall, London, EC2Y 5EB,  United Kingdom|||No|No][Stephenson Harwood LLP|1 Finsbury Circus, London EC2M 7SH, United Kingdom|||No|No]",,31/05/2017,31/05/2019,"Open ",
BIP384619641,Contract,"Notting Hill Genesis",Awarded,2019-04-04T11:39:32Z,"Legal Service Framework","Notting Hill Genesis is seeking to award a Framework Agreement for the provision of Legal Services.",,,"Any region","79100000 ",,chris.brown@nhg.org.uk,"Bruce Kenrick House","2 Killick Street",London,"N1 9FL",UK,+447738458612,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=384619641 ",,01/04/2019,31/03/2023,30/03/2019,NO,,No,No,No,Services,30000000,,30/03/2019,30000000,"[Addleshaw Goddard LLP|Milton Gate
        60 Chiswell Street
        London
        EC1Y 4AG|NONE||No|No][Batchelors Solicitors|Charles House
        Bromley|NONE||No|No][Clarke Willmott LLP|138 Edmund Street
      Birmingham|NONE||No|No][Clarke Willmott LLP|138 Edmund Street
    Birmingham|NONE||No|No][Winckworth Sherwood LLP|Minerva House
  5 Montague Close
  London
  SE1 9BB|NONE||No|No][Winckworth Sherwood LLP|Minerva House
  London|NONE||No|No][Pinsent Masons LLP|30 Crown Place
  London|NONE||No|No]",,01/04/2019,31/03/2023,"Restricted ",
CCLL19A12.,Contract,"Department for Transport : Department for Transport",Awarded,2019-11-18T11:26:21Z,"Legal Advice for High Speed and Major Rail Projects","Rail Tier 1 and 2 Competition for Legal Advice for HS2 and EWR",,,"Any region","79100000 ","Crown Commercial Service on behalf of Department for Transport : Department for Transport",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"CCLL19A12 - Call Off Award Letter - [REDACTED] v1.0.docx CCLL19A12 - Contract and Order Form REDACTED (1) (1).docx ",,,12/09/2019,11/03/2021,01/08/2019,NO,,No,No,No,Services,540000,,10/09/2019,540000,"[Addleshaw Goddard LLP|Sovereign House, Sovereign Street LS1 1HQ Leeds England|NONE||No|No]","Rich Emery",12/09/2019,11/03/2021,"CallOffFromFrameworkAgreement ",
NAT/2019/8,Contract,"Independent Office For Police Conduct",Awarded,2019-04-11T13:59:50Z,"Legal Services","Provide IOPC with legal advice including on all aspects of information technology law",,,"North East,North West,West Midlands,London,South East,South West,Wales","79100000 ","Annie Krikorian",annie.krikorian@policeconduct.gov.uk,"10 South Colonnade",,LONDON,E144PU,England,"020 7166 5113",,,,,01/04/2019,30/09/2021,18/01/2019,NO,,No,No,No,Services,20000,,18/01/2019,20000,"[Addleshaw Goddard LLP|One St Peter's Square, Manchester M2 3DE|COMPANIES_HOUSE|0C318149|No|No]",,01/04/2019,30/09/2021,"CallOffFromFrameworkAgreement ",
003139968sm2019/323,Contract,"The Manchester College",Awarded,2019-03-19T14:35:59Z,"LEGAL ADVICE ESTATES STRATEGY FUNDING","The Supply of Legal Advice for Estates Strategy Funding.",,,"North West","79111000 ","Stewart Maloney MCIPS, CPSM",smaloney@themanchestercollege.ac.uk,"34 Whitworth Street",,MANCHESTER,M13HB,England,"0161 920 3886 ext 3886",,,,,25/03/2019,23/03/2020,04/03/2019,NO,,No,No,No,Services,1,,19/03/2019,1,"[Addleshaw Goddard LLP|One St Peter's Square
Manchester
M2 3DE|NONE||No|No]",,25/03/2019,23/03/2020,"CompetitiveQuotationNonOJEU ",
CCLL18A17.,Contract,"Crown Commercial Service",Awarded,2018-07-17T14:24:38Z,"The Provision of Legal Services for the  Gatwick Station Development Project","For further information, please refer to the attached documentation.",,,London,"79100000 ","Crown Commercial Service",supplier@crowncommercial.gov.uk,"Floor 9, The Capital Building, Old Hall Street",,Liverpool,"L3 9PP",England,3450103503,https://www.gov.uk/government/organisations/crown-commercial-service,"CCLL18A17 - Panel Award Letter v1.0 Redacted.docx CCLL18A17 - Contract and Order Form V1.0 Redacted.docx ",,,28/06/2018,27/10/2018,13/06/2018,NO,,No,No,No,Services,60000,,25/06/2018,60000,"[Addleshaw Goddard LLP|Sovereign House, Sovereign Street LS1 1HQ Leeds England|NONE||No|No]",,28/06/2018,27/10/2018,"CallOffFromFrameworkAgreement ",
LEEDSCITY001-DN346465-73353611,Contract,"Leeds City Council",Awarded,2018-06-19T11:25:13Z,"Legal Advice on ERDF Project","Legal Advice on ERDF Project",,,"Yorkshire and the Humber","79100000 ",,Sandy.Rutherford@leeds.gov.uk,"Civic Hall","Calverley Street",Leeds,"LS1 3DL",England,"+44 1133785871",http://www.leeds.gov.uk,,,,07/06/2018,10/07/2018,01/06/2018,NO,,No,No,No,Services,20000,20000,06/06/2018,20000,"[Addleshaw Goddard LLP|LS1 1HQ|NONE||No|No]","Mr Rich Emery",07/06/2018,10/07/2018,"Restricted ",
