"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
7620114801,Contract,"FCO SERVICES",Awarded,2015-03-27T13:57:50Z,"Mail Room Equipment","Call off from OGD Framework Contract 217 http://www.pro5.org/en/contracts/226/Contracts-Contract-217",,"MK19 7BH","South East","30144000 ",,CSCG.Governancesupport@fco.gov.uk,"Hanslope Park",,"Milton Keynes","MK19 7BH",England,,,,,"N/A ",12/09/2014,12/09/2014,12/09/2014,NO,,Yes,No,No,Products,82500,,12/09/2014,82500,"[Pitney Bowes Ltd|AL10 9UJ|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No][Insight Direct (UK) Ltd|UB8 1PH|||No|No]",,12/09/2014,12/09/2014," ",
7620131579,Contract,"FCO SERVICES",Awarded,2020-05-14T11:56:06Z,"Mail Room Equipment","Call off from OGD Framework Ref: XLY428/001/14/002",,"MK19 7BH",,"30131000 ",,PurchasingEnquiries@fco.gov.uk,"HANSLOPE PARK",,"MILTON KEYNES","MK19 7BH",England,,,,,n/a,26/03/2020,31/03/2020,25/03/2020,NO,,Yes,No,No,Products,45000,,25/03/2020,45000,"[PITNEY BOWES LTD|AL10 9UJ|NONE_OTHER||Yes|No]",,26/03/2020,31/03/2020,"CallOffFromFrameworkAgreement ",
7620131568,Contract,"FCO SERVICES",Awarded,2020-05-14T11:42:15Z,"Mail Room Equipment","Call off from OGD Framework Ref: XLY428/001/14/001",,"MK19 7BH",,"30131000 ",,PurchasingEnquiries@fco.gov.uk,"HANSLOPE PARK",,"MILTON KEYNES","MK19 7BH",England,,,,,n/a,25/03/2020,31/03/2020,24/03/2020,NO,,Yes,No,No,Products,55500,,24/03/2020,55500,"[PITNEY BOWES LTD|AL10 9UJ|NONE_OTHER||Yes|No]",,25/03/2020,31/03/2020,"CallOffFromFrameworkAgreement ",
WSH80316,Contract,"WEST SUFFOLK NHS FOUNDATION TRUST",Awarded,2020-02-12T12:49:48Z,"Franking Machine Rental and Postage Charges - 5 Year Contract","Franking Machine Postage Charges for 2019 - 2020

Franking Machine Rental December 2019 - November 2024",,,"East of England","30144100 ","Debbie Stevenson",Debbie.Stevenson@wsh.nhs.uk,"Hardwick Lane",,"BURY ST EDMUNDS",IP332QZ,England,,,,,,01/12/2019,30/11/2022,08/11/2019,NO,,No,No,No,Services,196862.4,,15/11/2019,196862.4,"[Pitney Bowes Ltd|Langlands House
130 Sandringham Avenue
Harlow
Essex
CM19 5QA|NONE_OTHER||No|No]",,01/12/2019,30/11/2022,"CallOffFromFrameworkAgreement ",
20191128145828-67142,Contract,"One Housing Group",Awarded,2019-11-28T14:58:32Z,"Provision for Postal Goods and Services to","One Housing is seeking a Service Provider with the appropriate product range, experience and competitive pricing to supply a Hybrid Mail solution for the Group's Postal Goods and Services.",,,London,"64110000 ","Adrian Yearwood",ayearwood@onehousing.co.uk,"100 Chalk Farm Road",,London,"NW1 8EH",ENG,"+44 2074285374",www.onehousing.co.uk,,"https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=27067&B=ONEHOUSING https://uk.eu-supply.com/ctm/Company/CompanyInformation/Index/67142 ",,01/10/2019,30/09/2023,18/02/2019,NO,,Yes,No,No,Services,0,400000,28/11/2019,278324.89,"[Pitney Bowes Ltd|Building 5 Trident Place, 
Mosquito Way, 
Hatfield Business Park, 
Hatfield, 
Hertfordshire 
AL10 9UJ|NONE||No|No]","Chris Awcock",01/10/2019,30/09/2023,"NotSpecified ",
SR299935596,Contract,"H M REVENUE & CUSTOMS",Awarded,2019-11-12T11:53:19Z,"Cabinet X-Ray Machine for Belfast RC","Mail room X-Ray Scanner",,,"Northern Ireland","30000000 ","Denise Jones",denise.jones@hmrc.gov.uk,"Ralli Quays","5th Floor West",Salford,"M60 9LA",England,03000547157,,"REDACTED -  RM1063 Order Form and Call Off Agreement.docx ",,,04/11/2019,03/11/2024,01/11/2019,NO,,Yes,No,No,Products,16278,,01/11/2019,16278,"[PITNEY BOWES LTD|Mosquito Way
CM19 5BD
GB|COMPANIES_HOUSE|00182037|No|No]",,04/11/2019,03/11/2024,"CallOffFromFrameworkAgreement ",
7620128623,Contract,"FCO SERVICES",Awarded,2019-05-29T11:13:21Z,"Maintenance of Mail Room Equipment in Hanslope Pk","Call off from OGD Contract Ref XLY428/001/14/002",,"MK19 7BH",,"50300000 ",,PurchasingEnquiries@fco.gov.uk,"HANSLOPE PARK",,"MILTON KEYNES",MK197BH,England,,,,,N/A,31/03/2019,31/03/2020,30/03/2019,NO,,Yes,No,No,Products,45000,,30/03/2019,45000,"[PITNEY BOWES LTD|AL10 9UJ|NONE||Yes|No]",,31/03/2019,31/03/2020,"CompetitiveDialogueOJEU ",
7620128628,Contract,"FCO SERVICES",Awarded,2019-05-29T11:04:30Z,"Maintenance of Mail Room Equipment in KCS","Call off from OGD Contract Ref XLY428/001/14/001",,"MK19 7BH",,"50300000 ",,PurchasingEnquiries@fco.gov.uk,"HANSLOPE PARK",,"MILTON KEYNES",MK197BH,England,,,,,N/A,25/03/2019,31/03/2019,24/03/2019,NO,,Yes,No,No,Products,60000,,24/03/2019,60000,"[PITNEY BOWES LTD|AL10 9UJ|NONE||Yes|No]",,25/03/2019,31/03/2019,"CompetitiveDialogueOJEU ",
7620125817,Contract,"FCO SERVICES",Awarded,2018-07-10T14:53:15Z,"Mail Room Equipment","Maintenance of Mail Room Equipment - Call off from FCO Services Contract Ref: XLY428/001/14/002",,"MK19 7BH",,"30131000 ",,purchasing.enquiries@fco.gov.uk,"HANSLOPE PARK",,"MILTON KEYNES",MK197BH,England,,,,,N/A,23/03/2018,31/03/2018,22/03/2018,NO,,Yes,No,No,Products,78000,,22/03/2018,78000,"[PITNEY BOWES LTD|AL10 9UJ|NONE||Yes|No]",,23/03/2018,31/03/2018,"CompetitiveDialogueOJEU ",
PS/18/105,Contract,"D V L A",Awarded,2018-07-04T15:01:18Z,"Provision of Leased Franking Equipment with Support and Maintenance","The Contracting Authority is publishing an award notice with regard to single tender action covering the following :

The Contracting Authority currently has 4 leased Franking Machines. 3 high volume Connect + 500 machines and a single low volume machine, a UK DM300c Base & Meter at the main site in Morriston, Swansea. The machines have previously been used to frank up to 5 million mail items per annum to the public. 

Previously the daily throughput via the Franking machines was approximately 18,000 items with daily peaks sometimes exceeding 30,000 items. During working days peak hourly throughput was approximately 5,000 items per hour.",,,Wales,"30144100 ","Kevin Waker",kevin.waker@dvla.gsi.gov.uk,"DVLA Commercial Directorate, C1 DVLA","Longview Rd, Morriston",Swansea,"SA6 7JL",Wales,"01792 782753",,"Covering Sheet.doc ",,,26/06/2018,26/06/2019,14/06/2018,NO,,Yes,No,No,Services,19336.88,,25/06/2018,19336.88,"[PITNEY BOWES LTD|ELIZABETH WAY
CM19 5BD
GB|NONE||No|No]",,26/06/2018,26/06/2019,"SingleTenderActionNonOJEU ",
