"Notice Identifier","Notice Type","Organisation Name",Status,"Published Date",Title,Description,Nationwide,Postcode,Region,"Cpv Codes","Contact Name","Contact Email","Contact Address 1","Contact Address 2","Contact Town","Contact Postcode","Contact Country","Contact Telephone","Contact Website",Attachments,Links,"Additional Text","Start Date","End Date","Closing Date","Is sub-contract","Parent Reference","Suitable for SME","Suitable for VCO","Supply Chain","OJEU Contract Type","Value Low","Value High","Awarded Date","Awarded Value","Supplier [Name|Address|Ref type|Ref Number|Is SME|Is VCSE]","Supplier's contact name","Contract start date","Contract end date","OJEU Procedure Type","Accelerated Justification","Closing Time"
"PRF 258",Contract,"PETERBOROUGH CITY COUNCIL",Awarded,2020-07-27T14:53:25Z,"ICT Granicus - Firmstep","The council has in place a number of forms packages that provide differing functionality to services and historically best fit has been used as a guide rather than overall strategic fit.

The council has been looking to find a strategic fit package for some time and has opted for Granicus Firmstep to fulfil that role. It is currently in use with Cambridgeshire County Council (CCC) and there are synergies in form usage across both authorities, particularly in the Social care areas. PCC plan to implement those forms on the new platform at the earliest opportunity. This will save both time and money as only a reskin will be required. There are some projects in place now that also require PCC to use Firmstep alongside CCC. They are: 

1. The reuse of forms in use by the Covid-19 Co-ordination Hub. They sit across both organisations and should be licenced as such.
2. The development of an interim Service Desk system for PCC using Firmstep.",,,"East of England","48000000 72000000 ","Tomi Egbo",Tomi.Egbo@peterborough.gov.uk,"Sand Martin House",,PETERBOROUGH,"PE2 8TY",England,07920160440,,,,,01/06/2020,31/05/2021,29/04/2020,NO,,Yes,No,No,Products,29325,,29/04/2020,29325,"[GRANICUS-FIRMSTEP LIMITED|15 Worship Street
London
EC2A 2DT
GB|COMPANIES_HOUSE|04283951|Yes|No]","Giles Mitton",01/06/2020,31/05/2021,"CallOffFromFrameworkAgreement ",
tender_138573/575583,Contract,"Public Health England",Awarded,2017-03-28T10:13:27Z,"Contract award to GovDelivery","Public Health England has awarded by Single Tender Action a 1 year contract to Granicus for the provision of the GovDelivery Digital and Email Subscription Management System.",,"NW9 5EQ","Any region","72000000 ",,Liz.Whiting@phe.gov.uk,"PHE Colindale, 61 Colindale avenue, London",,London,"NW9 5EQ",England,,,,,,01/04/2017,31/03/2018,14/03/2017,NO,,No,No,No,Services,13248,,14/03/2017,13248,"[Granicus|The Beehive, City Place, Gatwick|||No|No]",,01/04/2017,31/03/2018,"Other ",
tender_138573/574103,Contract,"Public Health England",Awarded,2017-03-28T10:10:47Z,"Contract award to GovDelivery","Public Health England has awarded by Single Tender Action a 1 year contract to Granicus for the provision of the GovDelivery Digital and Email Subscription Management System.",,"NW9 5EQ","Any region","72000000 ",,Liz.Whiting@phe.gov.uk,"PHE Colindale, 61 Colindale avenue, London",,London,"NW9 5EQ",England,,,,,,01/04/2017,31/03/2018,14/03/2017,NO,,No,No,No,Services,13248,,14/03/2017,13248,"[Granicus|The Beehive, City Place, Gatwick|||No|No]",,01/04/2017,31/03/2018,"Other ",
tender_209759/775023,Contract,"Public Health England",Awarded,2019-06-07T16:33:11Z,"PHE - Corporate - ICT Digital - GovDelivery (via STA)","Public Health England, an executive agency of the Department of Health and Social and Social Care (DH) (hereafter referred to as ""Public Health England"" or ""PHE"" also referred to as the ""Contracting Authority"" or the ""Authority"" or the ""Employer"") have awarded one-year licence and technical support to Granicus via an STA.",,,"Any region","48218000 ",,tenders@phe.gov.uk,"61 COLINDALE AVENUE",,LONDON,"NW9 5EQ",England,,,,"https://phe.bravosolution.co.uk/web/login.shtml ",,01/04/2019,31/03/2020,31/03/2019,NO,,No,No,No,Services,13559,,01/04/2019,13559.04,"[Granicus Limited|Acre House, 11/15 William Road, London, United Kingdom, NW1 3ER|NONE||No|No]",,01/04/2019,31/03/2020,"SingleTenderActionNonOJEU ",
WAKEC001-DN456556-75561139,Contract,"Wakefield Council",Awarded,2020-04-15T08:32:42Z,eforms,"GCloud Call off contract for Eforms.",,,"Yorkshire and the Humber","48000000 ","Helen Spink",hspink@wakefield.gov.uk,"Wakefield One","PO Box 700, Burton Street",Wakefield,"WF1 2EB",England,"+44 1924306968",http://www.wakefield.gov.uk/default.htm,,,,01/04/2020,31/03/2022,25/03/2020,NO,,Yes,No,No,Products,132000,,31/03/2020,132000,"[Granicus|15 Worship Street, London, EC2A 2DT|NONE||No|No]",,01/04/2020,31/03/2022,"Other ",
ITPD0232,Contract,"HIGHWAYS ENGLAND COMPANY LIMITED",Awarded,2019-09-23T08:35:03Z,"Email Alert Subscription","Email Alert Subscription",,,"Any region","72222300 ",,transparencysgrm@highwaysengland.co.uk,"Highways England","The Cube",Birmingham,"B1 1RN",England,,,,,,01/04/2019,30/03/2020,31/03/2019,NO,,No,No,No,Services,45405,,31/03/2019,45405,"[Granicus|152 15th Street NW, Suite 800 
Washington, DC 
20005 
USA 
RG6 1RA|NONE||No|No]",,01/04/2019,30/03/2020,"NegotiatedProcedureWithoutPriorPublicationOJEU ",
tender_203211/767522,Contract,"Ministry of Justice.",Awarded,2019-05-08T10:45:25Z,"GovDelivery Communications Cloud -Provision of Additional Functionality Email","GovDelivery Communications Cloud -Provision of Additional Functionality Email",,,London,"72000000 ",,Oluwatoyin.Oowjori1@justice.gov.uk,"10 South Colonades",,London,"E14 4PU",England,,,,,,16/03/2019,15/03/2021,12/02/2019,NO,,Yes,No,No,Services,31232,,03/04/2019,31232,"[Granicus|The Beehuve, City Pace West Sussex RH6 OPA|NONE||Yes|No]",,16/03/2019,15/03/2021,"CallOffFromFrameworkAgreement ",
SOUTHWARK-DN336790-13696151,Contract,"London Borough of Southwark",Awarded,2018-04-27T11:47:08Z,"GovDelivery renewal 2018","Online service allowing council to collect email addresses and send e-newsletters to residents who have opted in.",,,London,"32412000 ","Kim Hooper",Kim.Hooper@southwark.gov.uk,"Southwark Council","160 Tooley Street",London,"SE1 2QH",England,"+44 2075257855",http://www.southwark.gov.uk,,,,26/01/2018,21/01/2019,20/01/2018,NO,,No,No,No,Services,26220,26220,21/01/2018,26220,"[Granicus|408 St Peter St, St Paul's Mn. 55102|NONE||No|No]","GovDelivery Renewal 2018",22/01/2018,21/01/2019,"Open ",
ECM-5862,Contract,"MEDICINES and HEALTHCARE PRODUCTS REGULATORY AGENCY",Awarded,2018-03-27T17:29:22Z,"Hosting and subscription for the GovDelivery Communications Cloud Enterprise License","Annual hosting and subscription for the GovDelivery Communications Cloud Enterprise License
Service period 01/04/18 - 31/03/19
This is a system for issuing communication and alerts for Drug Safety Updates, Staff alerting, Brexit messages. Also for business continuity.",,,London,"72511000 ",Procurement,purchasing@nibsc.org,"Blanche Lane","South Mimms","Potters Bar","EN6 3QG",England,01707641212,www.mhra.org,,,,01/04/2018,31/03/2019,26/03/2018,NO,,No,No,No,Services,31000,,27/03/2018,31000,"[Granicus|The Beehive, City Place, Gatwick, RH6 0PA|NONE||No|No]",,01/04/2018,31/03/2019,"SingleTenderActionNonOJEU ",
BIP541715779,Contract,"UK Research & Innovation",Awarded,2020-11-09T16:50:07Z,"UKRI-1009 GovDelivery Subscriptions","Contract Award Notice for: GovDelivery subscription for the provision of GovDelivery email communications services to the Contracting Authority.
      Awarded in alignment with PCR2015 Regulation 32(2)(b)(iii).",,,"South West","72260000 ",,corporateprocurement@ukri.org,https://www.ukri.org,"North Star Avenue",Swindon,"SN2 1FL",UK,+441793867000,,,"https://www.delta-esourcing.com/delta/respondToList.html?noticeId=541715779 ",,26/09/2020,25/09/2021,23/09/2020,NO,,No,No,No,Services,38788,,23/09/2020,38788,"[Granicus LLC|408 St Peter Street
        STE 600
        Saint Paul
        MN
        55102|NONE||No|No]",,26/09/2020,25/09/2021,"Other ",,00:00
