Organisation Name,Purchase_Order_Number,Order_Date,Total_Value,Supplier_Name,Account_Name,Service
Rochdale Borough Council,d1070435,2017-10-02,"£12,869.33",BUCHANAN COMPUTING LTD,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1070442,2017-10-02,"£10,150.00",STAR TRAQ,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1070452,2017-10-02,"£58,541.00",IBM UK LTD,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1070465,2017-10-02,"£14,350.00",VAISALA LIMITED,SOFTWARE,PROPERTY AND HIGHWAYS
Rochdale Borough Council,e1024349,2017-10-02,"£33,300.10",AXIOM EDUCATION ROCHDALE LIMITED,"DEV CAP - NEW CONSTRUCTION,CONVERSION",EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1024352,2017-10-02,"£12,750.00",BARNARDOS,SUBSCRIPTIONS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1024353,2017-10-02,"£12,750.00",BARNARDOS,SUBSCRIPTIONS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1024354,2017-10-02,"£12,750.00",BARNARDOS,SUBSCRIPTIONS,EARLY HELP AND SCHOOLS
Rochdale Borough Council,ph102192,2017-10-02,"£32,500.00",COUNCIL FOR VOLUNTARY SERVICE ROCHDALE,PH OTHER CONTRACTS,PUBLIC HEALTH
Rochdale Borough Council,ph102193,2017-10-02,"£327,779.00",PENNINE CARE NHS,PH PENNINE CARE CONTRACT,PUBLIC HEALTH
Rochdale Borough Council,s1022062,2017-10-02,"£11,589.77",CAREWATCH CARE SERVICES LTD,HOME CARE - ADULT SERVICES,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,s1022063,2017-10-02,"£15,000.00",HOURGLASS ENVIRONMENT LTD,SERVICE LEVEL AGREEMENTS,LEARNING DIS & MENTAL HEALTH
Rochdale Borough Council,x1014579,2017-10-02,"£8,827.43",SPORT WORKS GTR MANCHESTER LTD,ACTIVITIES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1070492,2017-10-03,"£5,000.00",MWUK LTD,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1070502,2017-10-03,"£9,843.19",G4S SECURE SOLUTIONS UK  LTD,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1070528,2017-10-03,"£12,600.00",LANES GROUP PLC,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1024369,2017-10-03,"£6,496.50",LANCASHIRE COUNTY COUNCIL,TRAVELLING GENERAL EXPENSES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1070540,2017-10-04,"£5,334.18",ROCHDALE DEVELOPMENT AGENCY,CONSULTANTS FEES,ECONOMY DIRECTORATE
Rochdale Borough Council,d1070545,2017-10-04,"£6,679.00",AINSWORTH AND PARKINSON LTD,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1070560,2017-10-04,"£37,849.58",Oracle Corporation UK Limited,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,f1005800,2017-10-04,"£14,880.00",MEG BOUSTEAD LTD,PROFESSIONAL FEES,RESOURCES
Rochdale Borough Council,f1005801,2017-10-04,"£6,480.00",MEG BOUSTEAD LTD,PROFESSIONAL FEES,RESOURCES
Rochdale Borough Council,r1001703,2017-10-04,"£30,000.00",ENVIRONMENT AGENCY,SITE INVESTIGATION,ECONOMY DIRECTORATE
Rochdale Borough Council,s1022078,2017-10-04,"£7,700.00",ACTION FIRST IPEOPLE LTD,EXPENSES - GENERAL,PHYSICAL DIS & OLDER PEOPLE
Rochdale Borough Council,x1014610,2017-10-04,"£9,272.87",ROSS CARE,EQUIPMENT - GENERAL,EARLY HELP AND SCHOOLS
Rochdale Borough Council,d1070565,2017-10-05,"£5,297.05",TYRE FORCE NW LTD,TYRES,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1070572,2017-10-05,"£56,700.00",OLDHAM AND ROCHDALE GROUNDWORK TRUST LTD,CONDITION SURVEYS,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,d1070601,2017-10-05,"£28,500.00",EMO OIL LIMITED,TRANSACTIONS-EXPENDITURE,NEIGHBOURHOODS AND ENVIRONMENT
Rochdale Borough Council,e1024385,2017-10-05,"£23,322.38",INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,ARCHITECTS FEES,EARLY HELP AND SCHOOLS
Rochdale Borough Council,e1024389,2017-10-05,"£12,000.00",TIME OUT CHILDRENS HOMES LTD,OTHER LA`S - SEN PROVISION,EARLY HELP AND SCHOOLS
Rochdale Borough Council,f1005811,2017-10-05,"£13,119.00",WEIGHTMANS LLP,PROFESSIONAL FEES,RESOURCES
